Sucursal_Oficial,Sueldo_Normalizado
"220-Gral. Roca",29950
"292-Bariloche Onelli",27054
"070-Cordoba",8476
"299-Viedma Centro",14114
"220-Gral. Roca",7563
"701-ALTA RENTA PERON",138326
"333-Ramos Mejia",26854
"267-Puerto Deseado",6671
"292-Bariloche Onelli",53055
"376-Dep.Bridgestone Argentina",28865
"053-Bahia Blanca",62573
"252-S. Antonio Oeste",22460
"053-Bahia Blanca",43573
"292-Bariloche Onelli",35299
"263-El Bolsón",34765
"070-Cordoba",29700
"221-La Rioja",31798
"252-S. Antonio Oeste",35800
"292-Bariloche Onelli",21513
"250-Viedma",19174
"253-Villa Regina",29305
"287-Punta Alta",16870
"261-Ing. Jacobacci",13846
"299-Viedma Centro",137853
"147-Cabildo",11214
"251-Cipolletti",24319
"377-Chacarita",45000
"299-Viedma Centro",18864
"070-Cordoba",27461
"250-Viedma",23808
"115-Paseo Colon",20716
"278-Roca Centro",31527
"214-Posadas",15000
"224-Catamarca",8562
"220-Gral. Roca",23106
"105-Tapiales",50394
"103-Boedo",28774
"024-P. Centenario",1377
"252-S. Antonio Oeste",5070
"258-Río Colorado",6120
"263-El Bolsón",28914
"283-Tandil",28935
"147-Cabildo",20204
"010-Casa Central",21020
"101-Caballito",22969
"285-Formosa",2000
"147-Cabildo",7220
"224-Catamarca",132952
"145-San Martin",13709
"288-Puerto Madryn",18891
"224-Catamarca",8499
"383-Alto Bariloche",20775
"220-Gral. Roca",27338
"255-Bariloche",20915
"147-Cabildo",24303
"220-Gral. Roca",31142
"273-V. La Angostura",2834
"363-PLOTTIER",11415
"360-Orono",8652
"220-Gral. Roca",15539
"292-Bariloche Onelli",36743
"273-V. La Angostura",13074
"357-Tres Arroyos",21050
"147-Cabildo",34765
"147-Cabildo",8368
"250-Viedma",27185
"361-Carmen de Patagones",33542
"221-La Rioja",24481
"355-C. de las Rosas",25000
"265-Allen",11902
"251-Cipolletti",51160
"001-Areas Centrales",8189
"256-Cinco Saltos",19746
"383-Alto Bariloche",10146
"112-Alvarez Jonte",20774
"220-Gral. Roca",20428
"251-Cipolletti",22472
"010-Casa Central",29212
"299-Viedma Centro",33108
"351-M del Plata-Luro",24800
"311-Almagro",11634
"278-Roca Centro",18764
"220-Gral. Roca",31657
"250-Viedma",37914
"105-Tapiales",46469
"146-Clinicas",5250
"253-Villa Regina",23318
"253-Villa Regina",13720
"296-Rosario Sur",43835
"147-Cabildo",16136
"339-Tortuguitas",23263
"312-Avenida Callao",16280
"264-Choele Choel",28901
"299-Viedma Centro",33448
"116-Olleros",2695
"341-Villa María",13501
"255-Bariloche",31243
"312-Avenida Callao",61829
"323-Barrio Norte",85329
"100-Microcentro",10000
"263-El Bolsón",46941
"355-C. de las Rosas",29796
"253-Villa Regina",42360
"253-Villa Regina",70709
"147-Cabildo",26132
"119-Once",26822
"117-Malabia",22466
"220-Gral. Roca",35684
"220-Gral. Roca",21143
"218-Corrientes",13171
"255-Bariloche",17675
"299-Viedma Centro",66803
"701-ALTA RENTA PERON",117949
"263-El Bolsón",23720
"147-Cabildo",16872
"301-Neuquen Sur",18356
"303-Cipolletti Esmeralda",24136
"301-Neuquen Sur",33826
"351-M del Plata-Luro",17834
"289-Rincon de los Sa",68531
"292-Bariloche Onelli",25089
"292-Bariloche Onelli",15052
"022-Flores",32786
"210-San Juan",14170
"265-Allen",42007
"292-Bariloche Onelli",34304
"351-M del Plata-Luro",38352
"133-Av.Entre Rios",25557
"255-Bariloche",17855
"361-Carmen de Patagones",18698
"292-Bariloche Onelli",32044
"070-Cordoba",67315
"251-Cipolletti",20413
"023-Irigoyen",30000
"373-Gualeguaychu",10972
"053-Bahia Blanca",6667
"381-Jose C. Paz",16281
"312-Avenida Callao",18161
"285-Formosa",15912
"253-Villa Regina",60380
"251-Cipolletti",22507
"264-Choele Choel",9397
"221-La Rioja",10184
"224-Catamarca",14026
"223-Rio Gallegos",41136
"049-Dardo Rocha",108184
"351-M del Plata-Luro",29984
"261-Ing. Jacobacci",28991
"221-La Rioja",54822
"252-S. Antonio Oeste",33560
"299-Viedma Centro",19634
"250-Viedma",60301
"357-Tres Arroyos",28598
"020-Abasto",2100
"272-Caleta Olivia",11991
"296-Rosario Sur",19410
"228-Santa Rosa",36121
"147-Cabildo",21141
"115-Paseo Colon",50461
"220-Gral. Roca",42063
"147-Cabildo",15597
"351-M del Plata-Luro",0
"291-Godoy Cruz",16545
"290-Mar del Plata Pu",30284
"101-Caballito",27791
"357-Tres Arroyos",23415
"255-Bariloche",29333
"143-San Miguel",33019
"221-La Rioja",7858
"221-La Rioja",7807
"251-Cipolletti",15365
"278-Roca Centro",16542
"010-Casa Central",36224
"355-C. de las Rosas",41510
"206-La Plata",14913
"057-Pilar",30629
"230-Ushuaia",20790
"361-Carmen de Patagones",52485
"115-Paseo Colon",8098
"292-Bariloche Onelli",59602
"220-Gral. Roca",20391
"070-Cordoba",19623
"278-Roca Centro",25835
"297-Comodoro Industrial",20059
"255-Bariloche",22061
"333-Ramos Mejia",46945
"220-Gral. Roca",43036
"305-Corrientes 3 de Abril",34685
"353-Reconquista",22619
"267-Puerto Deseado",41464
"147-Cabildo",15127
"292-Bariloche Onelli",17617
"376-Dep.Bridgestone Argentina",18850
"255-Bariloche",1252
"316-Belgrano",133953
"252-S. Antonio Oeste",13234
"147-Cabildo",11045
"100-Microcentro",25533
"221-La Rioja",21870
"070-Cordoba",23925
"147-Cabildo",14550
"329-Panamericana",16427
"220-Gral. Roca",23078
"312-Avenida Callao",44758
"010-Casa Central",33686
"292-Bariloche Onelli",9345
"100-Microcentro",4000
"070-Cordoba",38176
"253-Villa Regina",35082
"288-Puerto Madryn",25402
"116-Olleros",25295
"312-Avenida Callao",50633
"216-Salta",10990
"147-Cabildo",12649
"220-Gral. Roca",22725
"160-Lavalle",8300
"048-Lomas de Zamora",12558
"259-General Conesa",31604
"147-Cabildo",40619
"255-Bariloche",29297
"227-Jujuy",21418
"070-Cordoba",28941
"220-Gral. Roca",24529
"253-Villa Regina",26359
"070-Cordoba",11088
"250-Viedma",22803
"253-Villa Regina",27291
"290-Mar del Plata Pu",44777
"257-Catriel",17346
"315-Barracas",14209
"070-Cordoba",2292
"220-Gral. Roca",30824
"255-Bariloche",44053
"255-Bariloche",18031
"106-Botanico",53893
"251-Cipolletti",21113
"292-Bariloche Onelli",61358
"355-C. de las Rosas",18589
"223-Rio Gallegos",40000
"250-Viedma",22764
"250-Viedma",30438
"250-Viedma",10872
"359-Trenque Lauquen",28880
"220-Gral. Roca",32221
"263-El Bolsón",16155
"212-Neuquen",39384
"070-Cordoba",8996
"020-Abasto",8825
"100-Microcentro",31704
"253-Villa Regina",59805
"312-Avenida Callao",26315
"288-Puerto Madryn",20150
"142-Lanus Oeste",16700
"323-Barrio Norte",21010
"308-Suc. La Plata - Calle 44",6817
"301-Neuquen Sur",75794
"289-Rincon de los Sa",72201
"252-S. Antonio Oeste",12324
"312-Avenida Callao",41211
"010-Casa Central",9566
"070-Cordoba",47567
"367-Lamarque",3913
"070-Cordoba",14988
"220-Gral. Roca",14362
"278-Roca Centro",51485
"290-Mar del Plata Pu",18246
"220-Gral. Roca",15175
"309-Suc. Paso de los Libres",16610
"252-S. Antonio Oeste",20923
"293-Calafate",21636
"261-Ing. Jacobacci",24289
"362-RAWSON",19223
"104-Mataderos",23179
"304-Avenida de Mayo",62556
"024-P. Centenario",20055
"250-Viedma",1332
"104-Mataderos",20247
"251-Cipolletti",16904
"100-Microcentro",22096
"312-Avenida Callao",68180
"369-Pilar Industrial",39904
"080-Rosario",23843
"323-Barrio Norte",44986
"701-ALTA RENTA PERON",126613
"265-Allen",15296
"070-Cordoba",37357
"345-Adrogue",122250
"056-Pueyrredon",2500
"224-Catamarca",12200
"043-Tigre",0
"251-Cipolletti",6000
"357-Tres Arroyos",15169
"115-Paseo Colon",37697
"323-Barrio Norte",36738
"221-La Rioja",12925
"103-Boedo",13786
"070-Cordoba",9078
"263-El Bolsón",14627
"343-Luján",22000
"351-M del Plata-Luro",24386
"301-Neuquen Sur",83903
"103-Boedo",20024
"263-El Bolsón",20596
"264-Choele Choel",28917
"029-Villa Urquiza",26825
"285-Formosa",15160
"346-Salta Sur",14370
"376-Dep.Bridgestone Argentina",19537
"070-Cordoba",5363
"258-Río Colorado",38285
"251-Cipolletti",11752
"349-Olavarria",64672
"345-Adrogue",10880
"045-San Nicolas",53101
"160-Lavalle",19460
"257-Catriel",26819
"365-San Francisco",34719
"070-Cordoba",18041
"145-San Martin",38962
"070-Cordoba",34150
"024-P. Centenario",14240
"317-Calle Tucuman",5443
"160-Lavalle",17175
"024-P. Centenario",8335
"205-Mar del Plata",7933
"315-Barracas",19804
"292-Bariloche Onelli",29476
"292-Bariloche Onelli",22000
"070-Cordoba",14352
"329-Panamericana",7764
"070-Cordoba",16538
"070-Cordoba",13464
"359-Trenque Lauquen",850
"250-Viedma",31475
"220-Gral. Roca",19654
"255-Bariloche",61102
"357-Tres Arroyos",29795
"296-Rosario Sur",47055
"070-Cordoba",36775
"048-Lomas de Zamora",11982
"147-Cabildo",5408
"017-Palermo",31004
"060-Mendoza",15093
"147-Cabildo",8087
"070-Cordoba",28919
"023-Irigoyen",30911
"352-Chivilcoy",12736
"315-Barracas",12359
"023-Irigoyen",18780
"160-Lavalle",38622
"070-Cordoba",18228
"070-Cordoba",8876
"315-Barracas",25223
"251-Cipolletti",13608
"110-Saenz Pena",28801
"351-M del Plata-Luro",27373
"287-Punta Alta",47762
"701-ALTA RENTA PERON",92128
"701-ALTA RENTA PERON",105548
"142-Lanus Oeste",34401
"353-Reconquista",14687
"070-Cordoba",22461
"024-P. Centenario",16321
"250-Viedma",9364
"251-Cipolletti",15321
"223-Rio Gallegos",8093
"316-Belgrano",79487
"147-Cabildo",14165
"365-San Francisco",6680
"070-Cordoba",11029
"023-Irigoyen",15060
"147-Cabildo",20785
"296-Rosario Sur",10805
"310-Suc. Catalinas",21653
"250-Viedma",31080
"147-Cabildo",20389
"160-Lavalle",14640
"070-Cordoba",32618
"147-Cabildo",10596
"381-Jose C. Paz",29859
"253-Villa Regina",5843
"278-Roca Centro",26452
"212-Neuquen",53251
"251-Cipolletti",25044
"317-Calle Tucuman",1759
"044-Villa Ballester",60215
"070-Cordoba",23218
"253-Villa Regina",21076
"080-Rosario",18400
"070-Cordoba",6808
"070-Cordoba",22729
"024-P. Centenario",29345
"200-Congreso",8171
"223-Rio Gallegos",4931
"273-V. La Angostura",10516
"285-Formosa",16070
"147-Cabildo",17118
"234-Lanus Este",23350
"040-Monte Grande",14255
"360-Orono",39254
"045-San Nicolas",38261
"070-Cordoba",15123
"250-Viedma",43515
"147-Cabildo",11736
"282-Av. Fuerza Aerea",46437
"300-Mendoza Barrio Civico",20978
"104-Mataderos",16144
"070-Cordoba",19044
"304-Avenida de Mayo",35049
"070-Cordoba",37870
"070-Cordoba",15986
"299-Viedma Centro",23566
"147-Cabildo",5944
"365-San Francisco",35794
"116-Olleros",16722
"147-Cabildo",4094
"308-Suc. La Plata - Calle 44",55244
"286-Villa Mercedes",13978
"227-Jujuy",25778
"317-Calle Tucuman",14367
"147-Cabildo",8776
"044-Villa Ballester",8114
"147-Cabildo",15603
"275-Esquel",20559
"070-Cordoba",13621
"070-Cordoba",25280
"223-Rio Gallegos",32019
"290-Mar del Plata Pu",13455
"070-Cordoba",7046
"323-Barrio Norte",84958
"701-ALTA RENTA PERON",51776
"230-Ushuaia",9376
"255-Bariloche",24026
"287-Punta Alta",24269
"329-Panamericana",29518
"070-Cordoba",51809
"341-Villa María",9500
"308-Suc. La Plata - Calle 44",12375
"302-Vicente López",16302
"351-M del Plata-Luro",13716
"104-Mataderos",14000
"070-Cordoba",18749
"252-S. Antonio Oeste",10992
"360-Orono",14237
"147-Cabildo",20191
"070-Cordoba",20483
"351-M del Plata-Luro",14004
"070-Cordoba",31820
"160-Lavalle",18105
"208-Resistencia",34738
"701-ALTA RENTA PERON",33210
"221-La Rioja",14539
"317-Calle Tucuman",25097
"070-Cordoba",38884
"070-Cordoba",16784
"115-Paseo Colon",39582
"308-Suc. La Plata - Calle 44",38877
"251-Cipolletti",3776
"070-Cordoba",21035
"210-San Juan",14500
"070-Cordoba",14898
"070-Cordoba",31141
"070-Cordoba",8455
"119-Once",16403
"105-Tapiales",29881
"133-Av.Entre Rios",12729
"220-Gral. Roca",14833
"250-Viedma",9955
"070-Cordoba",14517
"070-Cordoba",33155
"146-Clinicas",27016
"293-Calafate",21490
"147-Cabildo",5152
"251-Cipolletti",12925
"053-Bahia Blanca",4868
"147-Cabildo",26042
"026-Villa Luro",5225
"070-Cordoba",28429
"200-Congreso",10675
"070-Cordoba",14892
"339-Tortuguitas",25199
"070-Cordoba",13056
"070-Cordoba",13297
"250-Viedma",36535
"147-Cabildo",8523
"116-Olleros",27945
"010-Casa Central",28751
"147-Cabildo",12621
"264-Choele Choel",18221
"010-Casa Central",12558
"145-San Martin",25080
"264-Choele Choel",5624
"220-Gral. Roca",40444
"250-Viedma",22825
"309-Suc. Paso de los Libres",4350
"070-Cordoba",28727
"117-Malabia",43237
"147-Cabildo",10453
"070-Cordoba",50032
"160-Lavalle",21836
"377-Chacarita",1905
"024-P. Centenario",18008
"053-Bahia Blanca",42759
"200-Congreso",11959
"147-Cabildo",10821
"070-Cordoba",14092
"359-Trenque Lauquen",100
"220-Gral. Roca",18417
"080-Rosario",21413
"200-Congreso",6811
"147-Cabildo",7454
"070-Cordoba",27851
"301-Neuquen Sur",7577
"117-Malabia",9021
"200-Congreso",12341
"070-Cordoba",13001
"070-Cordoba",12197
"341-Villa María",9125
"160-Lavalle",10941
"282-Av. Fuerza Aerea",5500
"287-Punta Alta",28875
"251-Cipolletti",13219
"070-Cordoba",30010
"225-San Luis",20455
"220-Gral. Roca",18293
"351-M del Plata-Luro",28125
"341-Villa María",19875
"263-El Bolsón",24339
"070-Cordoba",13687
"024-P. Centenario",10718
"291-Godoy Cruz",20262
"308-Suc. La Plata - Calle 44",21842
"344-Berazategui",32819
"070-Cordoba",30650
"070-Cordoba",18389
"299-Viedma Centro",3861
"359-Trenque Lauquen",100
"147-Cabildo",8677
"220-Gral. Roca",13629
"070-Cordoba",2448
"351-M del Plata-Luro",17757
"291-Godoy Cruz",1826
"147-Cabildo",10514
"070-Cordoba",22854
"070-Cordoba",20284
"273-V. La Angostura",15535
"200-Congreso",11055
"070-Cordoba",11464
"280-Rio Cuarto",16208
"147-Cabildo",15273
"070-Cordoba",12562
"070-Cordoba",9018
"329-Panamericana",20405
"351-M del Plata-Luro",15089
"160-Lavalle",12683
"070-Cordoba",28879
"312-Avenida Callao",35851
"128-Moron",7668
"147-Cabildo",12075
"070-Cordoba",11500
"070-Cordoba",23754
"147-Cabildo",4774
"070-Cordoba",16987
"250-Viedma",14262
"070-Cordoba",17755
"070-Cordoba",23016
"070-Cordoba",14915
"363-PLOTTIER",19000
"208-Resistencia",15687
"070-Cordoba",18993
"212-Neuquen",30030
"210-San Juan",6418
"146-Clinicas",25925
"146-Clinicas",10179
"070-Cordoba",14290
"250-Viedma",4864
"147-Cabildo",15397
"147-Cabildo",8497
"070-Cordoba",15997
"230-Ushuaia",21528
"264-Choele Choel",26014
"208-Resistencia",9273
"070-Cordoba",16628
"341-Villa María",9500
"230-Ushuaia",20246
"070-Cordoba",17769
"070-Cordoba",11869
"329-Panamericana",10887
"128-Moron",12413
"264-Choele Choel",10433
"001-Areas Centrales",2254
"147-Cabildo",10741
"281-Rio Grande",10766
"070-Cordoba",16937
"267-Puerto Deseado",17734
"281-Rio Grande",6156
"218-Corrientes",7806
"070-Cordoba",28685
"221-La Rioja",16241
"053-Bahia Blanca",16752
"046-Avellaneda",16004
"281-Rio Grande",2000
"251-Cipolletti",55
"070-Cordoba",15107
"377-Chacarita",16666
"341-Villa María",11246
"147-Cabildo",10105
"147-Cabildo",10037
"160-Lavalle",15951
"070-Cordoba",16733
"326-San Isidro",10458
"147-Cabildo",500
"230-Ushuaia",26588
"042-San Justo",7231
"230-Ushuaia",35382
"329-Panamericana",16467
"147-Cabildo",9986
"147-Cabildo",12609
"147-Cabildo",8051
"160-Lavalle",13940
"218-Corrientes",10655
"070-Cordoba",10705
"317-Calle Tucuman",10040
"070-Cordoba",17442
"070-Cordoba",19056
"070-Cordoba",15986
"292-Bariloche Onelli",8383
"285-Formosa",7395
"160-Lavalle",12920
"147-Cabildo",9327
"147-Cabildo",500
"147-Cabildo",8681
"230-Ushuaia",21434
"147-Cabildo",12318
"070-Cordoba",7624
"147-Cabildo",10690
"200-Congreso",4618
"223-Rio Gallegos",47018
"212-Neuquen",14675
"147-Cabildo",7104
"351-M del Plata-Luro",6751
"302-Vicente López",9463
"103-Boedo",19878
"316-Belgrano",23398
"053-Bahia Blanca",16349
"256-Cinco Saltos",49161
"383-Alto Bariloche",27048
"255-Bariloche",15052
"057-Pilar",26460
"297-Comodoro Industrial",33267
"346-Salta Sur",19353
"160-Lavalle",15336
"010-Casa Central",8318
"383-Alto Bariloche",10272
"329-Panamericana",1
"020-Abasto",180363
"323-Barrio Norte",67609
"255-Bariloche",1730
"134-Av.Emilio Castro",14441
"267-Puerto Deseado",30484
"377-Chacarita",7956
"147-Cabildo",23163
"274-SM.de los Andes",18675
"147-Cabildo",15526
"143-San Miguel",8407
"264-Choele Choel",88841
"302-Vicente López",29933
"282-Av. Fuerza Aerea",12397
"147-Cabildo",29973
"267-Puerto Deseado",287524
"304-Avenida de Mayo",16350
"223-Rio Gallegos",43517
"147-Cabildo",8664
"024-P. Centenario",16529
"326-San Isidro",86954
"323-Barrio Norte",7852
"255-Bariloche",26000
"147-Cabildo",35658
"264-Choele Choel",8439
"302-Vicente López",12772
"147-Cabildo",8358
"070-Cordoba",60341
"147-Cabildo",9298
"200-Congreso",10004
"147-Cabildo",20587
"042-San Justo",7557
"040-Monte Grande",8707
"377-Chacarita",29600
"134-Av.Emilio Castro",12191
"147-Cabildo",8503
"205-Mar del Plata",24531
"080-Rosario",11365
"042-San Justo",14134
"250-Viedma",23524
"357-Tres Arroyos",7187
"223-Rio Gallegos",26796
"220-Gral. Roca",39438
"256-Cinco Saltos",20609
"373-Gualeguaychu",32697
"292-Bariloche Onelli",42566
"256-Cinco Saltos",4926
"250-Viedma",35442
"250-Viedma",32612
"264-Choele Choel",10724
"299-Viedma Centro",19396
"110-Saenz Pena",180453
"299-Viedma Centro",84100
"329-Panamericana",15635
"299-Viedma Centro",35594
"220-Gral. Roca",1973
"351-M del Plata-Luro",65936
"117-Malabia",8996
"256-Cinco Saltos",30737
"309-Suc. Paso de los Libres",0
"147-Cabildo",12255
"263-El Bolsón",8953
"147-Cabildo",7067
"252-S. Antonio Oeste",13974
"326-San Isidro",28333
"070-Cordoba",34390
"348-Caseros",26250
"357-Tres Arroyos",26875
"147-Cabildo",14232
"203-Santa Fe",11877
"147-Cabildo",16073
"366-Coronel Suarez",70554
"357-Tres Arroyos",13485
"221-La Rioja",23156
"255-Bariloche",32550
"029-Villa Urquiza",22525
"147-Cabildo",23982
"200-Congreso",6773
"070-Cordoba",17886
"070-Cordoba",24204
"383-Alto Bariloche",16181
"024-P. Centenario",19442
"080-Rosario",18554
"252-S. Antonio Oeste",14682
"274-SM.de los Andes",6234
"351-M del Plata-Luro",35514
"294-Sierra Grande",5398
"053-Bahia Blanca",44446
"230-Ushuaia",21510
"023-Irigoyen",10612
"070-Cordoba",29684
"304-Avenida de Mayo",28735
"070-Cordoba",15107
"230-Ushuaia",29915
"070-Cordoba",22126
"160-Lavalle",13763
"001-Areas Centrales",13808
"255-Bariloche",10001
"070-Cordoba",19735
"147-Cabildo",15097
"296-Rosario Sur",0
"070-Cordoba",9850
"070-Cordoba",17650
"351-M del Plata-Luro",18455
"310-Suc. Catalinas",16359
"234-Lanus Este",5234
"250-Viedma",18193
"147-Cabildo",10384
"100-Microcentro",15337
"018-Beiro",10202
"145-San Martin",220
"143-San Miguel",27833
"312-Avenida Callao",27438
"048-Lomas de Zamora",13075
"147-Cabildo",32827
"146-Clinicas",8523
"143-San Miguel",19935
"147-Cabildo",28396
"143-San Miguel",30122
"223-Rio Gallegos",16689
"056-Pueyrredon",19272
"294-Sierra Grande",13800
"288-Puerto Madryn",13760
"080-Rosario",4261
"080-Rosario",6679
"381-Jose C. Paz",21395
"017-Palermo",17309
"317-Calle Tucuman",26077
"080-Rosario",6905
"080-Rosario",2472
"080-Rosario",9261
"022-Flores",1727
"070-Cordoba",37735
"010-Casa Central",31116
"080-Rosario",2435
"024-P. Centenario",4999
"214-Posadas",13779
"143-San Miguel",25140
"200-Congreso",269
"024-P. Centenario",20956
"143-San Miguel",24424
"010-Casa Central",11456
"143-San Miguel",20336
"308-Suc. La Plata - Calle 44",41424
"080-Rosario",6905
"029-Villa Urquiza",298
"053-Bahia Blanca",17222
"160-Lavalle",7216
"053-Bahia Blanca",8406
"030-Libertador",17661
"080-Rosario",11610
"119-Once",11735
"080-Rosario",4221
